web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country,Latitud,Longitud
1689263676-386,https://propiedades.com/guadalajara/casas-venta?pagina=134,10800000,8,8,300,Justo Sierra #1854,44160,Americana,Guadalajara,Jalisco,México,20.6779322,-103.3689074
1689263676-387,https://propiedades.com/guadalajara/casas-venta?pagina=134,2390000,3,2,125,GIGANTES #3036,44810,San Andrés,Guadalajara,Jalisco,México,20.6630607,-103.3046898
1689263676-388,https://propiedades.com/guadalajara/casas-venta?pagina=134,2190000,4,2,140,BELISARIO DOMINGUEZ #3007,44300,Jardines de Santa Isabel,Guadalajara,Jalisco,México,20.7127718,-103.3079667
1689263676-389,https://propiedades.com/guadalajara/casas-venta?pagina=134,1850000,3,1,93,REFORMA #1385,44600,Santa Teresita,Guadalajara,Jalisco,México,20.680153,-103.3678329
1689263676-390,https://propiedades.com/guadalajara/casas-venta?pagina=134,1450000,3,2,120,Isla deseada #2432,44650,Rojas Ladrón de Guevara,Guadalajara,Jalisco,México,20.6342376,-103.3932219
1689263676-391,https://propiedades.com/guadalajara/casas-venta?pagina=134,4500000,12,7,500,Manuel Doblado #420,44360,La Perla,Guadalajara,Jalisco,México,20.6780686,-103.3319975
1689263676-393,https://propiedades.com/guadalajara/casas-venta?pagina=134,1150000,3,2,120,Antonio Rojas #2316,44810,San Andrés,Guadalajara,Jalisco,México,20.6589441,-103.310222
1689263676-394,https://propiedades.com/guadalajara/casas-venta?pagina=134,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3737196
1689263676-395,https://propiedades.com/guadalajara/casas-venta?pagina=134,5595000,3,3,274,La Morena #123,44500,Residencial Chapalita,Guadalajara,Jalisco,México,20.6600356,-103.402712
1689263676-396,https://propiedades.com/guadalajara/casas-venta?pagina=134,1800000,5,2,160,Puerto Mulege #657,44330,Circunvalación Belisario,Guadalajara,Jalisco,México,20.6950763,-103.3217921
1689263676-397,https://propiedades.com/guadalajara/casas-venta?pagina=134,3500000,3,3,117,Alemania #1127,44190,Moderna,Guadalajara,Jalisco,México,20.6617915,-103.3560807
1689263676-398,https://propiedades.com/guadalajara/casas-venta?pagina=134,1487000,3,1,116,Jesús Carillo #428,44820,Tetlán II,Guadalajara,Jalisco,México,20.6533926,-103.2817402
1689263676-399,https://propiedades.com/guadalajara/casas-venta?pagina=134,5950000,4,2,250,ALFREDO R. PLASCENCIA #413,44600,Santa Teresita,Guadalajara,Jalisco,México,20.6840746,-103.3745453
1689263676-400,https://propiedades.com/guadalajara/casas-venta?pagina=134,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3711447
1689263676-401,https://propiedades.com/guadalajara/casas-venta?pagina=134,1500000,6,2,182,San gabriel #2998,44300,Esperanza,Guadalajara,Jalisco,México,20.6696973,-103.391995
1689263676-402,https://propiedades.com/guadalajara/casas-venta?pagina=134,2000000,8,4,290,Nicolas Bravo #619,44469,Barragán y Hernández,Guadalajara,Jalisco,México,20.6675052,-103.4537806
1689263676-403,https://propiedades.com/guadalajara/casas-venta?pagina=134,980000,3,1,134,Jose Clemente Orozco #25,44700,Oblatos,Guadalajara,Jalisco,México,20.6874466,-103.363893
1689263676-404,https://propiedades.com/guadalajara/casas-venta?pagina=134,3450000,5,3,242,GIGANTES #692,44430,Olímpica,Guadalajara,Jalisco,México,20.580107,-103.2480747
1689263676-405,https://propiedades.com/guadalajara/casas-venta?pagina=134,1980000,4,2,239,ABASOLO #131,44890,Jardines Del Rosario,Guadalajara,Jalisco,México,20.645727,-103.2643842
1689263676-406,https://propiedades.com/guadalajara/casas-venta?pagina=134,6850000,3,2,320,Otranto #3197,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6937138,-103.3944086
1689263676-407,https://propiedades.com/guadalajara/casas-venta?pagina=134,460000,1,1,45,lusitania #3088,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México,20.724503,-103.3397773
1689263676-408,https://propiedades.com/guadalajara/casas-venta?pagina=134,1250000,2,1,104,Diodoro Corella #3256,44720,San José Río Verde 2a. Sección,Guadalajara,Jalisco,México,20.6991584,-103.2933878
1689263683-414,https://propiedades.com/guadalajara/casas-venta?pagina=133,3190000,4,2,157,Calle Valentín Gómez Farías #2320,44170,San Antonio,Guadalajara,Jalisco,México,20.6616461,-103.3095296
1689263683-415,https://propiedades.com/guadalajara/casas-venta?pagina=133,1450000,2,1,89,TERPSICORE #2630,44240,Lomas de Independencia,Guadalajara,Jalisco,México,20.7157082,-103.3289758
1689263683-416,https://propiedades.com/guadalajara/casas-venta?pagina=133,5595000,3,3,274,La Morena #123,44500,Residencial Chapalita,Guadalajara,Jalisco,México,20.6600356,-103.402712
1689263683-417,https://propiedades.com/guadalajara/casas-venta?pagina=133,17500000,10,3,800,Placeres #624,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6678882,-103.3907937
1689263683-418,https://propiedades.com/guadalajara/casas-venta?pagina=133,1980000,4,2,239,ABASOLO #131,44890,Jardines Del Rosario,Guadalajara,Jalisco,México,20.645727,-103.2643842
1689263683-419,https://propiedades.com/guadalajara/casas-venta?pagina=133,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3737196
1689263683-420,https://propiedades.com/guadalajara/casas-venta?pagina=133,17500000,10,3,800,Placeres #624,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6678882,-103.3907937
1689263683-421,https://propiedades.com/guadalajara/casas-venta?pagina=133,10850000,4,4,450,Mar Célebes #1814,44610,Country Club,Guadalajara,Jalisco,México,20.6989691,-103.3732622
1689263683-422,https://propiedades.com/guadalajara/casas-venta?pagina=133,2300000,5,null,174,Salome Piña #495,44990,Miravalle,Guadalajara,Jalisco,México,20.6109622,-103.3508273
1689263683-423,https://propiedades.com/guadalajara/casas-venta?pagina=133,4180000,5,2,200,Mar Rojo #1194,44266,Observatorio,Guadalajara,Jalisco,México,20.6975575,-103.3539543
1689263683-424,https://propiedades.com/guadalajara/casas-venta?pagina=133,19000000,1,1,5,GARIBALDI #531,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6807787,-103.3535651
1689263683-425,https://propiedades.com/guadalajara/casas-venta?pagina=133,5700000,4,3,158,MESONES #2115,44210,Jardines del Country,Guadalajara,Jalisco,México,20.7078162,-103.3651651
1689263683-426,https://propiedades.com/guadalajara/casas-venta?pagina=133,3800000,4,2,254,BELISARIO DOMINGUEZ #2053,44320,Belisario Domínguez,Guadalajara,Jalisco,México,20.7024603,-103.3203149
1689263683-427,https://propiedades.com/guadalajara/casas-venta?pagina=133,4650000,3,2,250,Francisco zarco #2436,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6870762,-103.3809092
1689263683-428,https://propiedades.com/guadalajara/casas-venta?pagina=133,8500000,3,2,366,Av. Union #575,44190,Moderna,Guadalajara,Jalisco,México,20.6663304,-103.3754654
1689263683-429,https://propiedades.com/guadalajara/casas-venta?pagina=133,980000,3,1,134,Jose Clemente Orozco #25,44700,Oblatos,Guadalajara,Jalisco,México,20.6748291,-103.3369137
1689263683-430,https://propiedades.com/guadalajara/casas-venta?pagina=133,2220000,3,2,110,Linares #2409,44230,Santa Elena Estadio,Guadalajara,Jalisco,México,20.7101509,-103.3383715
1689263683-431,https://propiedades.com/guadalajara/casas-venta?pagina=133,4650000,3,2,250,Francisco zarco #2436,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6870762,-103.3809092
1689263683-432,https://propiedades.com/guadalajara/casas-venta?pagina=133,3200000,4,3,229,Gregorio Barriera #2821,44970,Echeverría 3a. Sección,Guadalajara,Jalisco,México,,
1689263690-451,https://propiedades.com/guadalajara/casas-venta?pagina=132,3780000,4,2,137,Isla antigua #2927,44950,Residencial La Cruz,Guadalajara,Jalisco,México,20.6415517,-103.3851018
1689263698-464,https://propiedades.com/guadalajara/casas-venta?pagina=131,4300000,2,2,120,Manuel M. Dieguez #B,44600,Villaseñor,Guadalajara,Jalisco,México,,
1689263698-479,https://propiedades.com/guadalajara/casas-venta?pagina=131,4300000,2,2,120,Manuel M. Dieguez #B,44600,Villaseñor,Guadalajara,Jalisco,México,,
1689263729-553,https://propiedades.com/guadalajara/casas-venta?pagina=127,2950000,3,3,134,Jose Antonio Villaseñor Sanchez #3922,44766,Los Arrayanes,Guadalajara,Jalisco,México,20.6777376,-103.280667
1689263737-577,https://propiedades.com/guadalajara/casas-venta?pagina=126,750000,1,1,50,NIÑOS HEROES #1667 A,44190,Moderna,Guadalajara,Jalisco,México,20.6666818,-103.3648793
1689263737-578,https://propiedades.com/guadalajara/casas-venta?pagina=126,2150000,3,3,280,MONTE HIMALAYA #1453,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México,20.6918491,-103.3193864
1689263737-579,https://propiedades.com/guadalajara/casas-venta?pagina=126,1150000,3,2,120,HISTORIADORES #3728,44820,Jardines de los Historiadores,Guadalajara,Jalisco,México,20.6467474,103.2843744
1689263737-580,https://propiedades.com/guadalajara/casas-venta?pagina=126,765000,2,2,120,RIO BRAVO #1271,44430,Quinta Velarde,Guadalajara,Jalisco,México,20.6568482,-103.335264
1689263737-581,https://propiedades.com/guadalajara/casas-venta?pagina=126,1300000,3,1,156,CIRCUNVALACION OBLATOS #1921,44710,San Martín Anexo,Guadalajara,Jalisco,México,20.6910826,-103.3091712
1689263737-582,https://propiedades.com/guadalajara/casas-venta?pagina=126,1380000,3,1,192,SAN INOCENCIO #2143,44700,Santa Rosa,Guadalajara,Jalisco,México,20.6973064,-103.3069969
1689263737-583,https://propiedades.com/guadalajara/casas-venta?pagina=126,1750000,3,1,271,Benigno López #47,44977,Valentín Gómez Farias,Guadalajara,Jalisco,México,20.6164693,-103.3645381
1689263737-584,https://propiedades.com/guadalajara/casas-venta?pagina=126,900000,3,1,130,POTRERO DEL LLANO #1472,44960,18 de marzo,Guadalajara,Jalisco,México,20.6348132,-103.3740175
1689263737-585,https://propiedades.com/guadalajara/casas-venta?pagina=126,1220000,3,1,151,SANTO TOMAS #1976,44719,Ampliación Talpita,Guadalajara,Jalisco,México,20.6825341,-103.3092098
1689263737-586,https://propiedades.com/guadalajara/casas-venta?pagina=126,6500000,6,5,318,Guadalupe Montenegro #1901,44150,Lafayette,Guadalajara,Jalisco,México,20.6691881,-103.3665468
1689263737-587,https://propiedades.com/guadalajara/casas-venta?pagina=126,7000000,3,2,150,EFRAIN GONZALEZ LUNA #2335,44350,Santa María,Guadalajara,Jalisco,México,20.6693402,-103.3784349
1689263737-588,https://propiedades.com/guadalajara/casas-venta?pagina=126,2390000,4,2,270,Rafael Lozada #3595,44960,Polanco Oriente,Guadalajara,Jalisco,México,20.6177299,-103.3730174
1689263737-589,https://propiedades.com/guadalajara/casas-venta?pagina=126,3477000,3,2,160,Fray Antonio de Segovia #542,44410,Medrano,Guadalajara,Jalisco,México,20.6552688,-103.3210171
1689263737-590,https://propiedades.com/guadalajara/casas-venta?pagina=126,2849000,4,3,250,Justo corro #1904,44840,Lomas Del Paradero,Guadalajara,Jalisco,México,20.6527353,-103.3209399
1689263737-591,https://propiedades.com/guadalajara/casas-venta?pagina=126,2289000,3,2,120,José María iglesias #572,44410,Medrano,Guadalajara,Jalisco,México,20.679381,-103.2856596
1689263737-592,https://propiedades.com/guadalajara/casas-venta?pagina=126,1930000,3,2,120,Nautla #16,44800,San Antonio,Guadalajara,Jalisco,México,20.6571611,-103.3129213
1689263737-593,https://propiedades.com/guadalajara/casas-venta?pagina=126,2200000,3,2,168,AGUSTIN ALCERRECA #4113,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México,20.7178364,-103.3258737
1689263737-594,https://propiedades.com/guadalajara/casas-venta?pagina=126,8750000,4,3,1000,Barranquillas #2864,44660,Los Colomos,Guadalajara,Jalisco,México,20.7074158,-103.3879975
1689263737-595,https://propiedades.com/guadalajara/casas-venta?pagina=126,9300000,3,4,317,La Guaira #2912,44620,Ayuntamiento,Guadalajara,Jalisco,México,20.707895,-103.38911
1689263737-597,https://propiedades.com/guadalajara/casas-venta?pagina=126,4500000,4,1,183,Isla Mona #3087,44950,Jardines Del Sur,Guadalajara,Jalisco,México,20.6394368,-103.3886353
1689263737-598,https://propiedades.com/guadalajara/casas-venta?pagina=126,4500000,4,1,183,Isla Mona #3087,44950,Jardines Del Sur,Guadalajara,Jalisco,México,20.6394368,-103.3886353
1689263737-599,https://propiedades.com/guadalajara/casas-venta?pagina=126,89000000,4,5,1000,Paseo del Acantilado #2369,44660,Colinas de San Javier,Guadalajara,Jalisco,México,20.7019666,-103.4003997
1689263737-600,https://propiedades.com/guadalajara/casas-venta?pagina=126,13500000,10,5,616,Manuel M Dieguez #221,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6798097,-103.3738232
1689263745-601,https://propiedades.com/guadalajara/casas-venta?pagina=125,2450000,3,3,154,Ricardo jones #823,44828,Las Piedrotas,Guadalajara,Jalisco,México,20.6465792,-103.2788326
1689263745-602,https://propiedades.com/guadalajara/casas-venta?pagina=125,1300000,6,3,212,Aurelio Manriquez #3877,44986,Loma Linda,Guadalajara,Jalisco,México,20.6127366,-103.3735197
1689263745-603,https://propiedades.com/guadalajara/casas-venta?pagina=125,4200000,4,4,377,monte san elias #90,44290,Independencia,Guadalajara,Jalisco,México,20.7053046,-103.3346546
1689263745-604,https://propiedades.com/guadalajara/casas-venta?pagina=125,5400000,4,null,215,Mar Negro #1344,44610,Lomas Del Country,Guadalajara,Jalisco,México,20.7000492,-103.3690397
1689263745-605,https://propiedades.com/guadalajara/casas-venta?pagina=125,21500000,7,4,740,Reforma #2753,44680,Circunvalación Vallarta,Guadalajara,Jalisco,México,20.6804102,-103.3865491
1689263745-606,https://propiedades.com/guadalajara/casas-venta?pagina=125,2000000,5,2,182,CHORLITO #1389,44910,Morelos,Guadalajara,Jalisco,México,20.6555296,-103.3640184
1689263745-607,https://propiedades.com/guadalajara/casas-venta?pagina=125,1679000,4,2,303,Guillermo Baca #161,44980,Lázaro Cárdenas Sur,Guadalajara,Jalisco,México,20.6174954,-103.3836591
1689263745-608,https://propiedades.com/guadalajara/casas-venta?pagina=125,8900000,5,3,400,Millán #2983,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6929951,-103.391364
1689263745-609,https://propiedades.com/guadalajara/casas-venta?pagina=125,1500000,3,3,142,Felipe Angeles #267,44730,Antigua Penal de Oblatos,Guadalajara,Jalisco,México,20.6059396,-103.4313674
1689263745-610,https://propiedades.com/guadalajara/casas-venta?pagina=125,3400000,7,3,246,Av Pintura #254,44990,Miravalle,Guadalajara,Jalisco,México,20.6144259,-103.3471211
1689263745-611,https://propiedades.com/guadalajara/casas-venta?pagina=125,8700000,3,1,471,avenida republica #417,44360,San Juan de Dios,Guadalajara,Jalisco,México,20.6778393,-103.3332956
1689263745-612,https://propiedades.com/guadalajara/casas-venta?pagina=125,2900000,4,5,333,gabino Ortiz #3726,44960,Lomas de Polanco,Guadalajara,Jalisco,México,20.6256819,-103.3857633
1689263745-613,https://propiedades.com/guadalajara/casas-venta?pagina=125,1980000,3,1,107,Sierra madre #278,44350,Lomas Independencia,Guadalajara,Jalisco,México,20.6922609,-103.3286181
1689263745-614,https://propiedades.com/guadalajara/casas-venta?pagina=125,2100000,8,5,250,RIO EBRO #2466,44870,Atlas,Guadalajara,Jalisco,México,20.6408188,-103.321879
1689263745-615,https://propiedades.com/guadalajara/casas-venta?pagina=125,5100000,4,1,258,Eclipse #2725,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6623459,-103.3845312
1689263745-616,https://propiedades.com/guadalajara/casas-venta?pagina=125,10980000,4,4,448,Bogota #2383,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6989969,-103.377276
1689263745-617,https://propiedades.com/guadalajara/casas-venta?pagina=125,70000000,3,3,321,Avenida Pablo Neruda #2813,44639,Providencia 4a Secc,Guadalajara,Jalisco,México,20.6975452,-103.3837588
1689263745-618,https://propiedades.com/guadalajara/casas-venta?pagina=125,2850000,3,2,260,Monte Parnaso #2652,44300,Esperanza,Guadalajara,Jalisco,México,20.7094904,-103.3159645
1689263745-619,https://propiedades.com/guadalajara/casas-venta?pagina=125,9400000,3,4,315,Nube #1048,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México,20.6592857,-103.3874797
1689263745-620,https://propiedades.com/guadalajara/casas-venta?pagina=125,2500000,6,3,222,Josefina Rojas #715,44820,Insurgentes La Presa,Guadalajara,Jalisco,México,20.6475411,-103.2738754
1689263745-621,https://propiedades.com/guadalajara/casas-venta?pagina=125,1150000,3,3,120,ROSARIO CASTELLANOS #2469,44950,Residencial La Cruz,Guadalajara,Jalisco,México,20.6388089,-103.3909742
1689263745-622,https://propiedades.com/guadalajara/casas-venta?pagina=125,990000,3,1,80,HACIENDA LA COLMENA #2617,44780,San Miguel de Huentitán El Alto 2a Secc,Guadalajara,Jalisco,México,20.7101849,-103.2920609
1689263745-623,https://propiedades.com/guadalajara/casas-venta?pagina=125,1595000,2,2,137,Francisco Estrada #4464,44249,El Jaguey,Guadalajara,Jalisco,México,20.7242587,-103.3294843
1689263745-624,https://propiedades.com/guadalajara/casas-venta?pagina=125,2165000,4,3,195,Francisco Estrada #4096,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México,20.717877,-103.3296608
1689263753-625,https://propiedades.com/guadalajara/casas-venta?pagina=124,8200000,4,3,380,Antonio Valeriano #3220,44510,Juan Diego,Guadalajara,Jalisco,México,20.6625632,-103.3958915
1689263753-626,https://propiedades.com/guadalajara/casas-venta?pagina=124,3600000,7,3,192,Av de los Maestros #562,44270,Colinas de La Normal,Guadalajara,Jalisco,México,20.6933879,-103.3428122
1689263753-627,https://propiedades.com/guadalajara/casas-venta?pagina=124,3700000,4,1,200,JOSÉ ENCARNACIÓN ROSAS #428,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6816946,-103.3409588
1689263753-628,https://propiedades.com/guadalajara/casas-venta?pagina=124,9600000,4,5,418,Ontario #1882,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.7060369,-103.381444
1689263753-629,https://propiedades.com/guadalajara/casas-venta?pagina=124,11500000,4,1,400,HERCULES #2515,44520,Jardines del Bosque Centro,Guadalajara,Jalisco,México,20.6642952,-103.3807739
1689263753-630,https://propiedades.com/guadalajara/casas-venta?pagina=124,2980000,7,2,237,Salario #4135,44770,Lagos de Oriente 2a. Sección,Guadalajara,Jalisco,México,20.6666191,-103.273188
1689263753-631,https://propiedades.com/guadalajara/casas-venta?pagina=124,3900000,3,2,284,Belisario Dominguez #555,44360,San Juan de Dios,Guadalajara,Jalisco,México,20.6798817,-103.3282171
1689263753-632,https://propiedades.com/guadalajara/casas-venta?pagina=124,6700000,7,4,494,Belisario Dominguez #557,44360,San Juan de Dios,Guadalajara,Jalisco,México,20.6799291,-103.3281946
1689263753-633,https://propiedades.com/guadalajara/casas-venta?pagina=124,10500000,5,2,319,Av. Terranova #621,44670,Prados de Providencia,Guadalajara,Jalisco,México,20.6870083,-103.3871978
1689263753-634,https://propiedades.com/guadalajara/casas-venta?pagina=124,3300000,3,2,213,Av. Revolución #149,44360,San Juan de Dios,Guadalajara,Jalisco,México,20.6672404,-103.3355782
1689263753-635,https://propiedades.com/guadalajara/casas-venta?pagina=124,6550000,9,3,266,MORELOS #980,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6762741,-103.3591196
1689263753-636,https://propiedades.com/guadalajara/casas-venta?pagina=124,8495000,5,1,295,Madero #1030,44160,Americana,Guadalajara,Jalisco,México,20.6735019,-103.3617296
1689263753-637,https://propiedades.com/guadalajara/casas-venta?pagina=124,2000000,5,2,182,CHORLITO #1389,44910,Morelos,Guadalajara,Jalisco,México,20.6555296,-103.3614435
1689263753-638,https://propiedades.com/guadalajara/casas-venta?pagina=124,8600000,8,4,360,OSTIA #2000,44647,Lomas de Providencia,Guadalajara,Jalisco,México,20.6924779,-103.3824649
1689263753-639,https://propiedades.com/guadalajara/casas-venta?pagina=124,70000000,3,3,321,Avenida Pablo Neruda #2813,44639,Providencia 4a Secc,Guadalajara,Jalisco,México,20.6975452,-103.3837588
1689263753-640,https://propiedades.com/guadalajara/casas-venta?pagina=124,9300000,3,4,317,La Guaira #2912,44620,Ayuntamiento,Guadalajara,Jalisco,México,20.707895,-103.3865351
1689263753-641,https://propiedades.com/guadalajara/casas-venta?pagina=124,3950000,4,2,190,Av. Alcalde #2251,44220,Santa Elena Alcalde Poniente,Guadalajara,Jalisco,México,20.7092494,-103.3469781
1689263753-642,https://propiedades.com/guadalajara/casas-venta?pagina=124,6600000,4,3,343,Acerina #2459,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México,20.6480439,-103.3998155
1689263753-643,https://propiedades.com/guadalajara/casas-venta?pagina=124,14900000,12,10,984,Belén #356,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6820329,-103.3452431
1689263753-644,https://propiedades.com/guadalajara/casas-venta?pagina=124,2900000,4,2,255,Ventura Anaya #186,44730,Progreso,Guadalajara,Jalisco,México,20.667099,-103.3054527
1689263753-645,https://propiedades.com/guadalajara/casas-venta?pagina=124,6600000,4,3,343,Acerina #2459,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México,20.6480439,-103.3998155
1689263753-646,https://propiedades.com/guadalajara/casas-venta?pagina=124,40000000,3,3,950,AV AZTECAS #950,44670,Terrazas Monraz,Guadalajara,Jalisco,México,20.6905947,-103.3950199
1689263753-647,https://propiedades.com/guadalajara/casas-venta?pagina=124,8100000,3,2,250,Av. Arcos #279,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6693711,-103.3845538
1689263753-648,https://propiedades.com/guadalajara/casas-venta?pagina=124,3300000,5,3,255,José María Verea #3319,44810,San Andrés,Guadalajara,Jalisco,México,20.6571245,-103.2916914
1689263760-649,https://propiedades.com/guadalajara/casas-venta?pagina=123,14800000,3,4,350,Río de Janeiro #2662,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6989708,-103.3809804
1689263760-650,https://propiedades.com/guadalajara/casas-venta?pagina=123,3160000,5,3,343,Platano #1426,44900,Del Fresno 1a. Sección,Guadalajara,Jalisco,México,20.6600985,-103.3789095
1689263760-651,https://propiedades.com/guadalajara/casas-venta?pagina=123,1850000,2,1,112,belisario dominguez #3000,44300,Jardines de Santa Isabel,Guadalajara,Jalisco,México,20.71282,-103.3035002
1689263760-652,https://propiedades.com/guadalajara/casas-venta?pagina=123,17800000,3,4,350,vidrio #2300,44140,Obrera Centro,Guadalajara,Jalisco,México,20.6676132,-103.3747018
1689263760-653,https://propiedades.com/guadalajara/casas-venta?pagina=123,6000000,5,3,270,Avenida Alemania #1568,44190,Moderna,Guadalajara,Jalisco,México,20.6649148,-103.3608293
1689263760-654,https://propiedades.com/guadalajara/casas-venta?pagina=123,10900000,4,3,555,Valparaiso #2475,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.7014535,-103.3788308
1689263760-655,https://propiedades.com/guadalajara/casas-venta?pagina=123,2850000,3,2,260,Monte Parnaso #2652,44300,Esperanza,Guadalajara,Jalisco,México,20.7094904,-103.3159645
